i,Jsm,Jc,R
2.78264684534005,433410888762.251,499866398.097542,867.053457507414
2.80336230321153,434449435039.937,502357704.994848,864.820885039262
2.82424385121786,435490940905.174,504862864.782816,862.592540040582
2.8452929319468,436535416485.316,507381964.286605,860.368415142819
2.86651100158042,437582871946.451,509915090.943307,858.148502992828
2.88789953003216,438633317493.535,512462332.806747,855.932796252845
2.90946000108994,439686763370.538,515023778.552322,853.721287600452
2.93119391255386,440743219860.558,517599517.481832,851.51396972859
2.95310277638308,441802697285.975,520189639.528437,849.310835345506
2.97518811883743,442865206008.566,522794235.26156,847.111877174765
2.99745148062651,443930756429.647,525413395.8919,844.917087955221
3.01989441705614,444999358990.215,528047213.276484,842.726460440982
3.04251849817705,446071024171.06,530695779.923705,840.539987401425
3.06532530893926,447145762492.922,533359188.998488,838.357661621145
3.08831644934108,448223584516.606,536037534.327415,836.179475899962
3.11149353458744,449304500843.119,538730910.403949,834.005423052898
3.13485819524306,450388522113.815,541439412.393709,831.83549591014
3.15841207739247,451475659010.51,544163136.13972,829.669687317056
3.18215684279918,452565922255.631,546902178.167813,827.507990134142
3.2060941690669,453659322612.335,549656635.691963,825.350397237037
3.23022574980369,454755870884.645,552426606.619748,823.196901516489
3.25455329478604,455855577917.595,555212189.557847,821.047495878329
3.27907853012702,456958454597.338,558013483.817525,818.902173243483
3.30380319844332,458064511851.304,560830589.420259,816.760926547915
3.32872905902905,459173760648.312,563663607.103319,814.623748742653
3.35385788802468,460286211998.705,566512638.325456,812.490632793748
3.37919147859403,461401876954.495,569377785.272643,810.361571682246
3.40473164109978,462520766609.475,572259150.863802,808.23655840421
3.43048020328244,463642892099.364,575156838.756669,806.115585970658
3.45643901044021,464768264601.926,578070953.353624,803.998647407583
3.4826099256108,465896895337.108,581001599.807626,801.885735755927
3.5089948297583,467028795567.174,583948884.028203,799.77684407154
3.53559562195688,468163976596.816,586912912.687428,797.671965425211
3.56241421958115,469302449773.308,589893793.226048,795.571092902601
3.58945255849531,470444226486.615,592891633.859559,793.474219604271
3.61671259324826,471589318169.525,595906543.584406,791.381338645643
3.64419629726622,472737736297.793,598938632.184235,789.292443156978
3.67190566305227,473889492390.244,601988010.236131,787.207526283388
3.69984270238304,475044598008.921,605054789.117012,785.126581184787
3.72800944651226,476203064759.201,608139081.009973,783.049601035904
3.75640794637445,477364904289.918,611240998.910759,780.976579026259
3.78504027279058,478530128293.507,614360656.634289,778.90750836013
3.81390851667667,479698748506.105,617498168.821166,776.842382256571
3.84301478925479,480870776707.698,620653650.944356,774.781193949362
3.87236122226568,482046224722.23,623827219.315807,772.723936687025
3.90194996818625,483225104417.731,627018991.093209,770.670603732795
3.93178320044454,484407427706.449,630229084.286799,768.621188364593
3.96186311364301,485593206544.955,633457617.766166,766.575683875045
3.99219192377985,486782452934.289,636704711.267216,764.534083571425
4.02277186847582,487975178920.054,639970485.399078,762.496380775683
4.05360520720074,489171396592.564,643255061.651198,760.462568824394
4.08469422150544,490371118086.942,646558562.40037,758.432641068773
4.11604121525397,491574355583.248,649881110.917915,756.406590874647
4.14764851486094,492781121306.609,653222831.37691,754.384411622432
4.17951846952836,493991427527.315,656583848.859416,752.366096707148
4.2116534514874,495205286560.957,659964289.363876,750.351639538365
4.24405585624409,496422710768.528,663364279.812461,748.341033540232
4.27672810282263,497643712556.546,666783948.058559,746.334272151437
4.30967263401878,498868304377.175,670223422.894334,744.33134882519
4.34289191664899,500096498728.323,673682834.058263,742.332257029237
4.37638844180885,501328308153.774,677162312.242862,740.33699024581
4.41016472512806,502563745243.284,680661989.102363,738.345541971648
4.44422330703387,503802822632.7,684181997.260527,736.35790571797
4.47856675301386,505045553004.077,687722470.318539,734.374075010447
4.51319765388383,506291949085.77,691283542.862877,732.394043389223
4.5481186260578,507542023652.565,694865350.473384,730.417804408864
4.58333231182124,508795789525.765,698468029.731277,728.445351638377
4.6188413796069,510053259573.307,702091718.227315,726.47667866119
4.65464852427505,511314446709.876,705736554.57003,724.511779075117
4.69075646739552,512579363896.986,709402678.393964,722.550646492382
4.72716795753526,513848024143.111,713090230.368077,720.593274539573
4.76388577054488,515120440503.763,716799352.204123,718.639656857658
4.80091270985353,516396626081.604,720530186.665179,716.689787101961
4.83825160676419,517676594026.551,724282877.57424,714.743658942135
4.8759053207517,518960357535.86,728057569.822813,712.801266062187
4.91387673976778,520247929854.239,731854409.37971,710.862602160422
4.95216878054562,521539324273.929,735673543.299789,708.927660949471
4.99078438890941,522834554134.805,739515119.732861,706.996436156263
5.02972654008965,524133632824.477,743379287.932666,705.068921521999
5.0689982390373,525436573778.362,747266198.265851,703.145110802175
5.10860252074667,526743390479.8,751176002.221152,701.224997766532
5.14854245057839,528054096460.117,755108852.418521,699.308576199081
5.188821124588,529368705298.727,759064902.618428,697.395839898072
5.22944166985688,530687230623.22,763044307.731242,695.486782675978
5.27040724482938,532009686109.431,767047223.826599,693.581398359508
5.31172103965147,533336085481.544,771073808.142995,691.679680789569
5.35338627651346,534666442512.151,775124219.097322,689.781623821278
5.39540620999795,536000771022.342,779198616.294582,687.887221323944
5.43778412743314,537339084881.79,783297160.537675,685.996467181046
5.48052334924486,538681398008.808,787420013.83721,684.109355290243
5.5236272293183,540027724370.434,791567339.421464,682.225879563356
5.56709915536148,541378077982.508,795739301.746431,680.346033926351
5.61094254927464,542732472909.734,799936066.505916,678.469812319333
5.65516086751888,544090923265.746,804157800.641727,676.597208696546
5.69975760149627,545453443213.179,808404672.353984,674.728217026356
5.74473627792895,546820046963.732,812676851.111494,672.862831291242
5.79010045924683,548190748778.232,816974507.662243,671.001045487783
5.83585374397386,549565562966.697,821297814.043947,669.14285362665
5.88199976712614,550944503888.38,825646943.594692,667.288249732609
5.92854220060783,552327585951.837,830022070.963705,665.437227844498
5.97548475361784,553714823614.976,834423372.12219,663.589782015228
6.02283117305574,555106231385.113,838851024.374286,661.745906311763
6.0705852439375,556501823819.018,843305206.368089,659.905594815117
6.11875078981005,557901615522.956,847786098.106763,658.068841620352
6.16733167317751,559305621152.735,852293880.959794,656.235640836567
6.21633179592783,560713855413.748,856828737.674303,654.405986586886
6.2657550997653,562126333061.017,861390852.386497,652.579873008446
6.31560556664844,563543068899.225,865980410.633182,650.757294252393
6.36588721923373,564964077782.742,870597599.363359,648.938244483884
6.41660412132363,566389374615.667,875242606.949993,647.12271788207
6.46776037831953,567818974351.85,879915623.201818,645.310708640088
6.51936013768212,569252891994.926,884616839.375305,643.502210965053
6.57140758939359,570691142598.332,889346448.18668,641.697219078048
6.62390696642849,572133741265.32,894104643.824046,639.895727214132
6.67686254522946,573580703148.987,898891621.959667,638.097729622319
6.7302786461864,575032043452.275,903707579.762301,636.303220565577
6.78415963412484,576487777428.001,908552715.909707,634.512194320811
6.83850991879666,577947920378.848,913427230.601183,632.724645178866
6.89333395537898,579412487657.371,918331325.570243,630.940567444524
6.94863624497713,580881494666.003,923265204.097429,629.159955436493
7.00442133513576,582354956857.06,928229071.02325,627.382803487388
7.06069382035319,583832889732.715,933223132.761124,625.609105943753
7.11745834260521,585315308845.015,938247597.310608,623.838857166021
7.17471959187094,586802229795.845,943302674.270561,622.072051528539
7.23248230666877,588293668236.922,948388574.852544,620.308683419547
7.29075127459654,589789639869.787,953505511.89434,618.548747241162
7.34953133287839,591290160445.757,958653699.873464,616.792237409404
7.40882736891892,592795245765.925,963833354.920986,615.039148354148
7.46864432086237,594304911681.104,969044694.835272,613.28947451916
7.52898717816061,595819174091.806,974287939.095989,611.54321036207
7.58986098214452,597338048948.211,979563308.878215,609.800350354359
7.65127082660713,598861552250.1,984871027.066563,608.06088898138
7.71322185838777,600389700046.836,990211318.269601,606.324820742324
7.77571927796916,601922508437.292,995584408.834214,604.592140150243
7.83876834007561,603459993569.798,1000990526.86023,602.862841732027
7.90237435428344,605002171642.102,1006429902.21516,601.136920028397
7.9665426856358,606549058901.272,1011902766.54893,599.414369593924
8.03127875526618,608100671643.662,1017409353.30895,597.695184996992
8.09658804102787,609657026214.811,1022949897.75514,595.979360819822
8.16247607813191,611218139009.375,1028524636.97516,594.266891658459
8.22894845979302,612784026471.059,1034133809.89983,592.557772122754
8.29601083788215,614354705092.499,1039777657.31851,590.851996836387
8.36366892358817,615930191415.203,1045456421.89483,589.149560436834
8.43192848808583,617510502029.425,1051170348.18239,587.450457575391
8.50079536321314,619095653574.077,1056919682.64065,585.754682917157
8.57027544215615,620685662736.626,1062704673.65105,584.062231141021
8.64037468014095,622280546252.964,1068525571.53307,582.373096939687
8.71109909513722,623880320907.312,1074382628.56064,580.687275019634
8.782454768566,625485003532.073,1080276098.97853,579.004760101151
8.8544478460187,627094611007.715,1086206239.01898,577.325546918311
8.92708453798416,628709160262.643,1092173306.91847,575.649630218966
9.00037112058309,630328668273.039,1098177562.93454,573.977004764767
9.07431393631473,631953152062.739,1104219269.36292,572.307665331133
9.1489193948071,633582628703.058,1110298690.5546,570.641606707272
9.22419397358122,635217115312.64,1116416092.93325,568.978823696174
9.30014421882322,636856629057.308,1122571745.0127,567.319311114591
9.37677674616273,638501187149.865,1128765917.41448,565.663063793066
9.45409824146562,640150806849.945,1134998882.88574,564.0100765759
9.53211546163092,641805505463.808,1141270916.31706,562.360344321176
9.61083523540257,643465300344.156,1147582294.76063,560.713861900748
9.69026446418662,645130208889.951,1153933297.44848,559.070624200229
9.77041012288071,646800248546.182,1160324205.81084,557.430626119011
9.85127926071256,648475436803.689,1166755303.4948,555.793862570241
9.93287900208961,650155791198.913,1173226876.38292,554.160328480844
10.0152165474573,651841329313.689,1179739212.61219,552.530018791507
10.0982991741684,653532068775.022,1186292602.59309,550.902928456674
10.1821342373631,655228027254.82,1192887339.02873,549.279052444566
10.2667291708606,656929222469.683,1199523716.93432,547.658385737155
10.3520914880587,658635672180.618,1206202033.65663,546.040923330187
10.4382287828471,660347394192.787,1212922588.89373,544.426660233173
10.5251487305304,662064406355.254,1219685684.71491,542.815591469375
10.6128590887612,663786726560.677,1226491625.58065,541.207712075836
10.7013676984882,665514372745.054,1233340718.36294,539.603017103347
10.7906824849104,667247362887.4,1240233272.36558,538.001501616479
10.8808114584475,668985715009.46,1247169599.34477,536.403160693563
10.97176271572,670729447175.406,1254150013.52994,534.807989426691
11.0635444405402,672478577491.495,1261174831.64454,533.215982921734
11.1561649049189,674233124105.766,1268244372.92724,531.627136298318
11.249632470078,675993105207.68,1275358959.15315,530.041444689849
11.3439555874821,677758539027.786,1282518914.65529,528.458903243505
11.4391427998788,679529443837.374,1289724566.34628,526.879507120224
11.5352027423518,681305837948.084,1296976243.74007,525.303251494735
11.632144143388,683087739711.57,1304274278.97406,523.730131555525
11.7299758259566,684875167519.078,1311619006.8312,522.160142504873
11.8287067086012,686668139801.071,1319010764.76241,520.593279558834
11.9283458065466,688466675026.837,1326449892.90923,519.029537947236
12.0289022328166,690270791704.049,1333936734.12641,517.468912913704
12.130385199368,692080508378.369,1341471634.00505,515.911399715637
12.2328040182357,693895843632.991,1349054940.89563,514.356993624231
12.3361681026941,695716816088.206,1356687005.93137,512.805689924475
12.4404869684317,697543444400.959,1364368183.05185,511.25748391514
12.5457702347387,699375747264.357,1372098829.02661,509.71237090881
12.6520276257115,701213743407.222,1379879303.47925,508.170346231855
12.7592689714697,703057451593.574,1387709968.91141,506.631405224456
12.8675042093883,704906890622.15,1395591190.72719,505.095543240603
12.9767433853469,706762079325.894,1403523337.25772,503.562755648085
13.0869966549903,708623036571.417,1411506779.7858,502.033037828519
13.1982742850088,710489781258.49,1419541892.571,500.506385177325
13.31058665443,712362332319.466,1427629052.87467,498.982793103753
13.4239442559297,714240708718.741,1435768640.98537,497.462257030879
13.5383576971562,716124929452.189,1443961040.24453,495.9447723956
13.6538377020714,718015013546.55,1452206637.07209,494.430334648655
13.7703951123113,719910980058.87,1460505820.99262,492.918939254613
13.8880408885566,721812848075.86,1468858984.66149,491.41058169189
14.0067861119255,723720636713.284,1477266523.89127,489.905257452752
14.1266419853832,725634365115.341,1485728837.67851,488.402962043305
14.247619835164,727554052453.978,1494246328.23043,486.903690983525
14.3697311122172,729479717928.271,1502819400.99221,485.407439807236
14.4929873936634,731411380763.708,1511448464.6741,483.914204062138
14.617400384276,733349060211.514,1520133931.27909,482.423979309804
14.7429819179754,735292775547.963,1528876216.13068,480.936761125671
14.8697439593413,737242546073.62,1537675737.90076,479.452545099076
14.997698605151,739198391112.643,1546532918.63795,477.971326833227
15.1268580859234,741160330012.006,1555448183.79592,476.493101945238
15.257234767494,743128382140.743,1564421962.26215,475.017866066122
15.3888411526039,745102566889.182,1573454686.38685,473.545614840788
15.5216898825058,747082903668.117,1582546792.01199,472.07634392807
15.655793738596,749069411908.034,1591698718.50082,470.610049000706
15.791165644059,751062111058.245,1600910908.76734,469.146725745371
15.927818665538,753061020586.068,1610183809.30622,467.686369862666
16.0657660148233,755066159975.966,1619517870.22293,466.228977067125
16.2050210505608,757077548728.651,1628913545.26393,464.774543087236
16.3455972799829,759095206360.214,1638371291.84739,463.323063665426
16.4875083606583,761119152401.189,1647891571.09389,461.87453455809
16.6307681022655,763149406395.633,1657474847.8575,460.428951535587
16.775390468388,765185987900.195,1667121590.75715,458.986310382239
16.9213895783275,767228916483.116,1676832272.20806,457.546606896361
17.0687797089453,769278211723.283,1686607368.45367,456.109836890243
17.2175752965195,771333893209.2,1696447359.59753,454.675996190176
17.3677909386309,773395980537.972,1706352729.63571,453.245080636455
17.5194413960679,775464493314.287,1716323966.48936,451.817086083377
17.6725415947562,777539451149.321,1726361562.0374,450.392008399268
17.8271066277124,779620873659.698,1736466012.14973,448.969843466464
17.9831517570193,781708780466.36,1746637816.72039,447.55058718135
18.1406924158277,783803191193.459,1756877479.7012,446.134235454349
18.2997442103828,785904125467.24,1767185509.13569,444.720784209926
18.4603229220708,788011602914.841,1777562417.19296,443.310229386617
18.6224445094976,790125643163.158,1788008720.20229,441.902566937014
18.7861251105858,792246265837.604,1798524938.68754,440.497792827793
18.9513810447027,794373490560.908,1809111597.40213,439.095903039713
19.1182288148107,796507336951.881,1819769225.36424,437.69689356762
19.2866851096445,798647824624.116,1830498355.89202,436.300760420474
19.4567668059179,800794973184.74,1841299526.63953,434.907499621331
19.6284909705521,802948802233.069,1852173279.63246,433.51710720738
19.8018748629351,805109331359.29,1863120161.30441,432.129579229938
19.9769359372083,807276580143.115,1874140722.53349,430.744911754452
20.1536918445786,809450568152.372,1885235518.67888,429.363100860529
20.3321604356609,811631314941.635,1896405109.61804,427.984142641921
20.5123597628476,813818840050.764,1907650059.78386,426.608033206557
20.6943080827085,816013163003.468,1918970938.20231,425.234768676544
20.8780238584188,818214303305.841,1930368318.53035,423.864345188163
21.0635257622142,820422280444.826,1941842779.0939,422.496758891907
21.2508326778824,822637113886.727,1953394902.92644,421.132005952462
21.4399637032774,824858823075.621,1965025277.80752,419.770082548737
21.6309381528684,827087427431.794,1976734496.3018,418.410984873872
21.8237755603201,829322946350.153,1988523155.79836,417.054709135228
22.0184956811006,831565399198.552,2000391858.55006,415.701251554431
22.2151184951266,833814805316.184,2012341211.71353,414.350608367346
22.4136642094332,836071184011.847,2024371827.38912,413.002775824118
22.6141532608837,838334554562.258,2036484322.66129,411.657750189167
