i,Jsm,Jc,R
537.754211164485,1369252755596.94,5405257106.08111,253.318709679226
538.189650706195,1369432140329.98,5408555493.9251,253.197391035024
538.625324991956,1369611434567.92,5411855058.48807,253.076148523194
539.061234078772,1369790638298.92,5415155799.8842,252.954982076086
539.497378023564,1369969751511.13,5418457718.22772,252.833891626126
539.933756883358,1370148774192.72,5421760813.63279,252.712877105818
540.370370714966,1370327706331.85,5425065086.21361,252.59193844774
540.807219575516,1370506547916.71,5428370536.08433,252.471075584553
541.24430352182,1370685298935.46,5431677163.35918,252.350288448986
541.681622610869,1370863959376.31,5434984968.15231,252.229576973853
542.119176899581,1371042529227.44,5438293950.57795,252.108941092038
542.556966444848,1371221008477.06,5441604110.75026,251.988380736503
542.994991303634,1371399397113.36,5444915448.78342,251.867895840289
543.433251532912,1371577695124.57,5448227964.79164,251.747486336509
543.871747189504,1371755902498.9,5451541658.88911,251.627152158354
544.310478330304,1371934019224.57,5454856531.19001,251.506893239092
544.749445012315,1372112045289.81,5458172581.80854,251.386709512063
545.188647292395,1372289980682.86,5461489810.8589,251.266600910686
545.628085227425,1372467825391.96,5464808218.45528,251.146567368454
546.067758874296,1372645579405.36,5468127804.71187,251.026608818937
546.507668289914,1372823242711.31,5471448569.74287,250.906725195779
546.947813531165,1373000815298.07,5474770513.66249,250.786916432697
547.388194654955,1373178297153.91,5478093636.58489,250.66718246349
547.828811718097,1373355688267.09,5481417938.62432,250.547523222023
548.269664777494,1373532988625.9,5484743419.89495,250.427938642243
548.71075389005,1373710198218.62,5488070080.51101,250.308428658169
549.15207911257,1373887317033.54,5491397920.58668,250.188993203894
549.593640501959,1374064345058.95,5494726940.23615,250.069632213589
550.035438115033,1374241282283.16,5498057139.57366,249.950345621494
550.477472008669,1374418128694.47,5501388518.71342,249.831133361928
550.919742239692,1374594884281.2,5504721077.76962,249.711995369283
551.362248864956,1374771549031.67,5508054816.85647,249.592931578025
551.804991941345,1374948122934.2,5511389736.08823,249.473941922692
552.247971525626,1375124605977.12,5514725835.57906,249.355026337901
552.691187674677,1375300998148.78,5518063115.44321,249.236184758338
553.134640445247,1375477299437.5,5521401575.79486,249.117417118767
553.578329894283,1375653509831.66,5524741216.74827,248.998723354021
554.022256078491,1375829629319.59,5528082038.41766,248.88010339901
554.466419054757,1376005657889.67,5531424040.91722,248.761557188716
554.910818879864,1376181595530.26,5534767224.36123,248.643084658196
555.355455610594,1376357442229.73,5538111588.86389,248.524685742578
555.800329303811,1376533197976.46,5541457134.53941,248.406360377066
556.245440016272,1376708862758.84,5544803861.50207,248.288108496934
556.690787804814,1376884436565.27,5548151769.86607,248.169930037531
557.13637272608,1377059919384.13,5551500859.74567,248.051824934278
557.582194837079,1377235311203.83,5554851131.25508,247.93379312267
558.028254194443,1377410612012.78,5558202584.50861,247.815834538272
558.474550855025,1377585821799.4,5561555219.62043,247.697949116726
558.921084875536,1377760940552.11,5564909036.70481,247.580136793743
559.367856312821,1377935968259.34,5568264035.87602,247.462397505107
559.814865223569,1378110904909.52,5571620217.24829,247.344731186674
560.262111664621,1378285750491.09,5574977580.93589,247.227137774375
560.709595692727,1378460504992.49,5578336127.05308,247.109617204208
561.157317364568,1378635168402.18,5581695855.71412,246.992169412248
561.605276736967,1378809740708.62,5585056767.03326,246.874794334639
562.053473866647,1378984221900.27,5588418861.12476,246.7574919076
562.501908810383,1379158611965.6,5591782138.10294,246.640262067415
