i_transition,S_transition,omega_transition_deg,i_Sg_max,Sg_max,omega_Sg_max_deg,i_control_switch,S_control_switch,omega_control_switch_deg,i_pore_failure,S_pore_failure,omega_pore_failure_deg
279.205442793631,1.38879961386296,60,968.874874535306,1.47769435703545,84.3821700904204,3769.27146845989,1.38879974122019,119.999999875467,1563.61754959993,1.46645587704358,95.9195755394444
