i,DeltaG_kBT_single_S_1p29,DeltaG_kBT_single_S_1p39,DeltaG_kBT_single_S_1p59
1.78159716245436,1.10138537399468,1.04309898271118,0.938152628227355
1.78434879132884,1.10498798015162,1.04649614804975,0.94117989135589
1.78710496889725,1.10859499690563,1.04989738437295,0.944210613986911
1.78986570326378,1.11220643045257,1.05330269727156,0.947244800621743
1.79263100254971,1.1158222869978,1.0567120923446,0.95028245576766
1.79540087489029,1.11944257275721,1.06012557520056,0.953323583939534
1.79817532843822,1.12306729395632,1.06354315145628,0.956368189658231
1.80095437136013,1.12669645683098,1.06696482673788,0.959416277452028
1.8037380118392,1.13033006762708,1.07039060668027,0.962467851855764
1.80652625807479,1.13396813260044,1.07382049692709,0.965522917410853
1.80931911828165,1.1376106580171,1.07725450313107,0.968581478665694
1.81211660069064,1.14125765015308,1.08069263095369,0.971643540175297
1.81491871354776,1.14490911529483,1.08413488606575,0.974709106501954
1.81772546511592,1.14856505973867,1.08758127414664,0.977778182214267
1.8205368636734,1.15222548979132,1.09103180088501,0.980850771888035
1.82335291751414,1.1558904117696,1.09448647197844,0.983926880105892
1.82617363494929,1.15955983200041,1.09794529313332,0.987006511456931
1.82899902430453,1.16323375682127,1.10140827006554,0.990089670537851
1.8318290939229,1.16691219257947,1.10487540849952,0.993176361951486
1.83466385216278,1.17059514563294,1.10834671416911,0.996266590308084
1.8375033073989,1.17428262234983,1.1118221928172,0.999360360224714
1.84034746802234,1.17797462910844,1.11530185019559,1.00245767632517
1.84319634244025,1.18167117229756,1.1187856920654,1.00555854324037
1.84604993907616,1.18537225831625,1.12227372419676,1.0086629656081
1.84890826636954,1.18907789357408,1.12576595236915,1.01177094807328
1.85177133277648,1.1927880844908,1.12926238237096,1.01488249528759
1.8546391467691,1.19650283749677,1.13276302000002,1.01799761190992
1.85751171683698,1.20022215903248,1.13626787106296,1.02111630260566
1.86038905148405,1.20394605554941,1.13977694137636,1.0242385720482
1.86327115923285,1.20767453350883,1.14329023676518,1.0273644249168
1.86615804862156,1.21140759938287,1.14680776306407,1.03049386589833
1.86904972820414,1.21514525965432,1.15032952611718,1.03362689968704
1.87194620655227,1.21888752081608,1.15385553177742,1.03676353098352
1.8748474922533,1.22263438937195,1.15738578590745,1.03990376449606
1.87775359391223,1.22638587183604,1.16092029437893,1.04304760493953
1.88066452014979,1.23014197473314,1.164459063073,1.04619505703618
1.88358027960353,1.23390270459876,1.16800209788028,1.0493461255155
1.88650088092826,1.23766806797887,1.17154940470056,1.05250081511379
1.88942633279535,1.24143807143001,1.17510098944296,1.05565913057449
1.89235664389242,1.24521272151966,1.17865685802633,1.05882107664857
1.89529182292491,1.24899202482566,1.18221701637856,1.06198665809363
1.89823187861411,1.25277598793689,1.18578147043737,1.06515587967501
1.9011768196991,1.25656461745259,1.18935022614953,1.06832874616465
1.90412665493489,1.26035791998305,1.19292328947167,1.07150526234228
1.90708139309462,1.26415590214911,1.19650066636961,1.07468543299432
1.91004104296775,1.26795857058251,1.20008236281886,1.07786926291472
